address,tx_count,total_in,total_out,final_balance,aliases,fellow_receivers,convergence,incoming_range,outgoing_range,avg_tx,num_reports,type,notes
1KvNRkwB8fdbeErywnAVcTUrLrXMVDFMv8,2,500000000,500000000,0,0,1,0,499843762,43936024004,1099876041.7381,0,1,BitcoinHeist
1KvqosZ3B996QwPg3w51eCZvorj5gVUFet,2,200000000,200000000,0,0,1,0,191073000,17708200573,819023738.1852,0,1,BitcoinHeist
1KvskP2YoYNjTZJiNFDSPTJcFz4RgiPkYR,2,138300000,138300000,0,0,4,0,998999882,59998999731,2517037470.5556,0,1,BitcoinHeist
1KVsKqt6uKWzFbnHzmmHYmjsvzft9zSRWw,75,31873837681,31873837681,0,95,60,1.5833,7888790000,80548437723,1614179606.2103,0,1,BitcoinHeist
1KVy4ADmBt52JgQnrKEui7D9Ka2J6XsXir,2,200000000,200000000,0,0,1,0,66453000,17708200573,889413182.76,0,1,BitcoinHeist
1Kvydr1MQoVkCf4QsLjV5DmwsQAugWTyeR,4,105700000,105700000,0,19,2,9.5,4062969805,9899100000,566440257.6897,0,1,BitcoinHeist
1kvyWaUXgYbTpuARrTM4PrmCgMvErmz5x,4,138408581,138408581,0,11,20,0.55,1287503258,1149044678,66133592.459,0,1,BitcoinHeist
1Kw9RHVtVEvw5D6aoELKh1QQztQ9hqCoPU,6,1071538400,1071538400,0,0,28,0,2222782575,34578779482,582689612.1786,0,1,BitcoinHeist
1KWvcUDNAC4Fafs1kwFKGWsYZjj8H3tqp6,8,745974398,745974398,0,10,7,1.4286,3699942720,49999900000,640121108.1333,0,1,BitcoinHeist
1KwwAQm1wQ8sFpRTiynPbDJZzN1VPmfgc4,28,241022506,241022506,0,19,14,1.3571,9616525803,71062154582,1058887980.8006,0,1,BitcoinHeist
1KwYSJF5dQjbX9utehtMUZLybLuRqzLPZY,2,30000000,30000000,0,0,1,0,472686469,9998999897,518245197.64,0,1,BitcoinHeist
1Kx11YZFHpX69Xh6kbwudBTXaxcVpmrxnU,14,1784608316,1784608316,0,94,22,4.2727,2383991304,16833879220,602859446.7151,0,1,BitcoinHeist
1KXBBdUj4jLTRUGdAJtvsZZLNZCPpxmCLn,2,789980000,789980000,0,19,0,0,789000000,2080249959,232955203.28,0,1,BitcoinHeist
1Kxfc5dUiSTXupCd9LRA1ExWp7AsM2pRA4,2,60000000,60000000,0,0,1,0,370100000,4998490000,290922083.3333,0,1,BitcoinHeist
1KXRwyEPJ5CnYQ5j72hRxGmAjz5BGuFHfh,10,4544930001,4544930001,0,46,4,11.5,3499999999,4999999999,363854107.1228,0,1,BitcoinHeist
1KXxjC3JzXSPJVgky5Ygur2N9eowN5zDUA,1052,712354382,712354380,2,133,0,0,3755779847,20450209680,152002546.5176,0,1,BitcoinHeist
1KyjExEBfRZ9NnysKy8naPRa1JBZGDzySA,20,270443757,270443757,0,76,32,2.375,2585920284,66187341333,931999270.2508,0,1,BitcoinHeist
1KyWVek26VQjR1yTG6cb2Agi7eEoK8Wg3g,14,1503327140,1503327140,0,64,5,12.8,1799792921,13777929521,449049985.9615,0,1,BitcoinHeist
1KyyQ6ikCRb1w2K3XCRGHb6rvUD3pPJxep,6,1973380000,1973380000,0,0,3,0,2499989200,32415256818,1190001517.2703,0,1,BitcoinHeist
1KYyx2BnFaqfGs6dw78MirXFzhRhQbvtxP,12,3559394102,3559394102,0,0,6,0,44956887150,57911165491,2128000267.5828,0,1,BitcoinHeist
1Kz3cKnjgyVqYkf1s7dtff3978raTU13Pv,5,1192485724,1192485724,0,19,3,6.3333,1999990000,26932695009,848490092.9286,0,1,BitcoinHeist
1KZ71xADMRv4siH4KZJZkBov4vqThrqELF,55,6816811712,6816811712,0,76,24,3.1667,66599989016,90566385889,1437552996.0096,0,1,BitcoinHeist
1KZbxeYHKsvMXuFL9tSiFA7D2iZcnzLq1j,4,404460000,404460000,0,19,3,6.3333,979000614,7991224674,447090381.2745,0,1,BitcoinHeist
1KZCw8A2Z6jMEtnpMrLAHx9zF6LAgzbFGN,8,976939600,976939600,0,0,34,0,14124632472,31407550545,999373098.1818,0,1,BitcoinHeist
1KZgYSrL778ebrCHPbjvjWFxMMZfqjZk9h,58,1081300820,1081300820,0,133,26,5.1154,9999990000,170828861807,1161659719.6894,0,1,BitcoinHeist
1KzHfDDpPs9f11bXTU9yxu67E3Yrh5THZE,2,200000000,200000000,0,0,4,0,453809000,17708200573,756454766.7419,0,1,BitcoinHeist
1L1cKfrZMjqwY4aNLucj6rcGNmFR2tCGE1,156,1057558467,1057558467,0,38,2,19,7288487520,47109243762,606172397.7415,0,1,BitcoinHeist
1L1xVgDnRxjyurETBDcwRe3cc7B6b65YhE,2,100000000,100000000,0,0,1,0,999850000,5899860000,430780626.9231,0,1,BitcoinHeist
1L3EtyjRnvAjwEdy4ocE7EyFDX5YVkD7U4,195,433729451,433729451,0,95,9,10.5556,5299990000,31839589551,300863597.2764,0,1,BitcoinHeist
1L4GeXhRwbrYRftBhr9SLu87zkuB4bdSXK,82,2314362216,2314362216,0,95,16,5.9375,9099302419,88488960245,495646100.122,0,1,BitcoinHeist
1L4U8qocLy78jk7WAf5JYy9xpBJzUrTWyG,2,50000000,50000000,0,0,1,0,398320000,9658493341,425135668.1154,0,1,BitcoinHeist
1L4ypAukN5qmh4B8f6jVE5xu7yiUBveGrf,2,200000000,200000000,0,19,2,9.5,989999999,19998660135,862412242.8621,0,1,BitcoinHeist
1L6cZY8yvi7KezQ4yDhWbUzJ6rhHqeieAA,2,100000000,100000000,0,0,1,0,426420666,21892903419,1003056208.125,0,1,BitcoinHeist
1L6S3qRVeQLnoZ63VvHqtnL6WrAvE13Y2G,77,76907145,76907145,0,19,52,0.3654,68664117,122883033,7307378.0265,0,1,BitcoinHeist
1L7SLmazbbcy614zsDSLwz4bxz1nnJvDeV,192,7815707700,7815034837,672863,106,56,1.8929,299993929,3285990000,173369197.0406,0,1,BitcoinHeist
1L7VfuceoEA2UeYavmfVP6zV8znWJexYYi,30,271893636,271893636,0,95,15,6.3333,4999970000,101058725287,1510617844.1984,0,1,BitcoinHeist
1L7WevwfDj7AzEXfi9j1BbAYyCZhjKLvBv,2,200000000,200000000,0,0,1,0,989999999,19991743512,1006443812.52,0,1,BitcoinHeist
1L8ar8xZrwDTmkg5ELfjsLVPDVoyNUFU8R,4,30000002,30000000,2,0,1,0,339989251,9999999999,179312169.0299,0,1,BitcoinHeist
1L8FPTKtPAuW6XuL7MXTTUP1sDcY7fGWHN,34,2073176779,2073176779,0,0,15,0,12999998862,53779619318,1113776531.6567,0,1,BitcoinHeist
1L8n4dEDcBTwLSaTREBymy2qhNRR4LXYws,23,2052012375,2052012375,0,12,64,0.1875,7204741339,6552945954,248585938.3571,0,1,BitcoinHeist
1L8oxh5WvVQPbanvjhoe2YZpjUvv9trAD4,58,241142521,241142521,0,76,73,1.0411,4899999342,167258960046,645135365.5053,0,1,BitcoinHeist
1L8UW9KwEKGveKqtb2Ut1583E418fFyXZJ,29,534849741,534849741,0,95,73,1.3014,219905573846,219804439671,1758897633.6982,0,1,BitcoinHeist
1L9Dbpm8sdYMnCpkTu84PrUPcWhkMuLmJp,2,55000000,55000000,0,12,1,12,1498996301,1198984937,204365766.8,0,1,BitcoinHeist
1L26pZ7ziE7f5BYC5GZq2vB4y6S11WUKqc,14,238939487,238939487,0,0,16,0,8803939944,60953431473,837388220.2614,0,1,BitcoinHeist
1L28VkUZSWv5mCCf1rnShTjPjoUtV8YgzG,4,442000000,442000000,0,12,2,6,229856226,1547876226,249646123.3077,0,1,BitcoinHeist
1L57nTTyUVywQpn5YUAb3Ad6U8VCgjtP5m,2,60000000,60000000,0,0,1,0,370100000,4995512000,291170250,0,1,BitcoinHeist
1L66AcnbuZkYjs8eE6uVbTUxmorHYGKxFJ,30,3344616125,3344616125,0,110,28,3.9286,4894959960,19622980600,583148811.4766,0,1,BitcoinHeist
1L799PzB2cK3xiUPd4W8tPuiqkNABVqrA7,16,2200790000,2200790000,0,87,8,10.875,3910168441,9069244515,269464863.3602,0,1,BitcoinHeist
1LAdCnNLUDMM4sixvhCbEaPaS6DjB4w3r7,31,4000900850,4000900850,0,50,25,2,4499895437,99999910000,1124599345.2189,0,1,BitcoinHeist
1LadJCTaxJb7VF5FZTDg8uaHjVQVfpcNNZ,6,1349571492,1349571492,0,0,2,0,9999989357,31720767853,1341997910.8056,0,1,BitcoinHeist
1LADnzUZK2JV5XqrwzNdq9WCXAiRBXyRB4,10,1025677570,1025677570,0,26,5,5.2,4999768441,99998999980,1764172670.9009,0,1,BitcoinHeist
1LAMQP5Dm86n2cGbp55XYiKUwmiDn56uAN,2,313000000,313000000,0,0,11,0,1458139846,49277773542,1699262543.6857,0,1,BitcoinHeist
1LAnPM2y1QDWfMKRgYM8ZK1UvZ3un7LuZG,24,301512921,301512921,0,57,12,4.75,4748661432,56532110114,1071744319.6537,0,1,BitcoinHeist
1LAVWRfDG5d7jLAHK5YUJ82jPo525Gtrv,2,500000000,500000000,0,0,1,0,499982575,34578600259,1452613869.88,0,1,BitcoinHeist
1LAWBsMW6UxLnpAn8ji64qyfFkXR9yT8p5,18,902523451,902523451,0,38,9,4.2222,5099986667,231576855532,1992818982.5322,0,1,BitcoinHeist
1LaznvmRqfzwaYyvyCNiLJyUw7PBnyEBL,10,1250000000,1250000000,0,0,3,0,2819990000,78794999239,1822327279.9839,0,1,BitcoinHeist
1LB6eL1iGZsJVWfhDLASmU2L9o8PhEzcc7,2,199990000,199990000,0,0,0,0,100000000,8492272900,533650295.8333,0,1,BitcoinHeist
1LBE256PBVy8yeGPkJN3equcJsqYzQXWHC,2,60000000,60000000,0,0,1,0,1348582468,19835663148,895381032.04,0,1,BitcoinHeist
1Lbfd3UqFgVs4DkvXfLZU85bgDRE2rpBPt,2,100000000,100000000,0,0,1,0,100000000,8492416100,504911796,0,1,BitcoinHeist
1LbsNHA5yTtUPmDozodEpvRQpBRNtuGuhu,2,200000000,200000000,0,19,3,6.3333,1551176522,3900000000,442396270.9231,0,1,BitcoinHeist
1LbVJj2x4temfWX2BaQCiagan1yusLnjd,38,4227482586,4227482586,0,57,18,3.1667,15781788170,39285123090,818278804.9059,0,1,BitcoinHeist
1LBx5h7r3C5AH48vzPAswQH4BmXw8tqGJo,3,614000000,614000000,0,19,1,19,768777888,49277773542,1972814973.5517,0,1,BitcoinHeist
1LCDP6YFBsfPZTU4dSsDqTvsv11WK7Cd3G,26,10119990000,10119990000,0,29,12,2.4167,4999990666,199999780378,2177179016.8966,0,1,BitcoinHeist
1LCExVA4uS4VxehkWrR8StQVABKM3LKrje,130,559287878,559287878,0,76,38,2,8799987178,102195871191,510310886.9167,0,1,BitcoinHeist
1LCJtmQKzamK32YUPnxaZSaw36imQ1DNKW,2,211000000,211000000,0,0,1,0,102000000,17708200573,892255342.76,0,1,BitcoinHeist
1LCmJ3foG3r2SZDGoitKKzknJKyRtX8Hjv,2,166600000,166600000,0,19,1,19,2348992663,21804026648,1234293178.9167,0,1,BitcoinHeist
1LcuT2DiJzLyiyNK9qgsrPQJ5oeX6TW5rS,2,100000000,100000000,0,0,1,0,718292900,8492272900,561767316,0,1,BitcoinHeist
1LCVv3XuSYEdqYMaYjq8HDErhSSB19eNQK,118,520965822,520965822,0,19,31,0.6129,54050960129,132539250794,2093275368.6178,0,1,BitcoinHeist
1LdHiy9wWwNCVsKwRL2t9rsDpb6CcBWRXv,2,212756903,212756903,0,13,1,13,317990000,2579274812,297972125.0526,0,1,BitcoinHeist
1LDKfUJGBEbso4gdbnJQ3HBm78H7hd1j6g,2,200000000,200000000,0,14,2,7,700026522,2930000000,390000152.2,0,1,BitcoinHeist
1LdLQgjkmqTtNtVU3yqAadW4z9YaNPdHtU,2,313000000,313000000,0,0,1,0,466777361,49277773542,2278156204.52,0,1,BitcoinHeist
1Le65RQNfKyMtxdjshraX7oMgs4CQH3YqU,16,449000000,449000000,0,19,7,2.7143,2499989200,38189969840,1068250998.4205,0,1,BitcoinHeist
1LEbi3sufoAeNhCULFwZJqKKQRDQXXzgKh,57,1733800000,1733800000,0,57,25,2.28,9999990000,69370285338,1290926404.9985,0,1,BitcoinHeist
1LEcfC8Uy6TcibjZ1wmksB3n9XvrDDuRvy,4,176990911,176990911,0,23,1,23,499999996,1798999998,103725925.16,0,1,BitcoinHeist
1LEq4WmpCrqBd7V3PywE2nvFUFC3QTe52x,1125,681375557121,681375557121,0,108,20,5.4,199999996000,204294651883,1298896443.8781,0,1,BitcoinHeist
1LEr769JeAjne1c9APM6J26uLpx4a5jLin,13,1681990000,1681990000,0,63,6,10.5,1140905552,5580851920,369581984.1923,0,1,BitcoinHeist
1Lf7zWJNNagnC9c47zZCZfeDB5cchTB1ze,41,1945965831,1945965831,0,38,11,3.4545,47810248383,66270006510,1338824990.5328,0,1,BitcoinHeist
1LfsLRKwrDhiKuZgQAX2uFy1rr7qXug9eP,42,4605512301,4605512301,0,103,20,5.15,393756581631,393556135279,4150389554.1486,0,1,BitcoinHeist
1LFvTyYpKuZGYAFcs6yw4aE496BsqP87pV,2,100000000,100000000,0,19,6,3.1667,804559473,6998096248,400168625.0667,0,1,BitcoinHeist
1LFWesCyQsyyxbSpq319PsdNNqN9WXbXoF,43,60574843469,60574843469,0,19,218,0.0872,199999994400,108982596715,2307421106.0524,0,1,BitcoinHeist
1LfYAc2yVQ5E7VA2EbvS2BtVKXmeang2xD,152,72929520226,72929520226,0,185,27,6.8519,9999999600,299998999999,2031896078.1817,0,1,BitcoinHeist
1LgAtKwmHfBBrW21n34xDMkV7Zn4hpKmvA,4,107312544,107312544,0,19,1,19,1348563108,26910416179,1076627107.7021,0,1,BitcoinHeist
1LGFwb8NhVwoSZcCjT9ewwGJiUc9xXTeFn,2,51000000,51000000,0,19,1,19,398999992,7998274992,386389000.64,0,1,BitcoinHeist
1LGfYq32BKZosBjaoK5isnXSj93VY3kBXJ,2,200000000,200000000,0,0,1,0,175043000,17708200573,820608280.3333,0,1,BitcoinHeist
1LGnuv6KX9SXB8eM72dnBAcECeaC8Z2zje,10,254681314,254681314,0,7,64,0.1094,473532241,219900000,32976144.1722,0,1,BitcoinHeist
1Lgwb1YiPrb98JGdv2Mhkz7VG4pRdZ6xCx,2,50000000,50000000,0,0,1,0,398545733,9658565733,425089645.8846,0,1,BitcoinHeist
1Lh5xjorLgZYtyKFvBPBVBqPjxiVPNYRzR,2,30000000,30000000,0,0,1,0,49900000,1463869355,81007752.56,0,1,BitcoinHeist
1LhbzG1953mFBnfwAhYCjZVQLhHm3Wpruc,50,2499906404,2499906404,0,114,7,16.2857,22129556467,99999991467,880196717.7873,0,1,BitcoinHeist
1LHoRyd2DPmQJVhQEWSBKjBRugfxeAic6T,4,609668651,609668651,0,4,2,2,672565030,59998999731,2152745699.6923,0,1,BitcoinHeist
1LHU63UvVe5RRxZqcFZX1F1gsV2Z9WgXXw,2,60000000,60000000,0,0,4,0,419020908,4999900000,226950741.871,0,1,BitcoinHeist
1LHWrLY6jiyms6PEgJEsFuMDVAvSqWpa4P,14,102038147,102038147,0,19,50,0.38,1999999000,41670356411,887163049.7598,0,1,BitcoinHeist
1LiGDNfM5Vftv6eDJxZq4BdktqV6cfgFMk,2,60000000,60000000,0,0,4,0,573304470,4998991222,259766953.4194,0,1,BitcoinHeist
1LiTvCr3XXZKY8BBte9N9tCdGkWvUDE5cf,19,84701664390,84701664390,0,64,28,2.2857,86149744640,199998899731,6430552440.38,0,1,BitcoinHeist
1LiY8U3spkoBz1facam91eG2UZ7PgLFE22,179,190122207,190122207,0,95,1,95,29999986546,61867513744,953195090.5793,0,1,BitcoinHeist
1LJTXBZszLPofexSLpZCdn9nNvEGqGAMxQ,2,100000000,100000000,0,5,9,0.5556,780035980,1410933333,230760325.6923,0,1,BitcoinHeist
1LJYvsZmTgDXBaXbnusQP1bW7FcUWxdhUX,240,35203250000,35203250000,0,76,72,1.0556,182744319984,173382273092,1666276417.0196,0,1,BitcoinHeist
1Lk4SKapqxweCyKY6k6uxbmUny1TRzoJ3y,20,693920000,693920000,0,19,10,1.9,4999990000,69307817718,813777387.0862,0,1,BitcoinHeist
1LK4EgUYGm5uE3xUWNr16nmYoYChn7TwQf,2,200000000,200000000,0,19,1,19,100000,3999950000,350006250,0,1,BitcoinHeist
1LkDpxx6fTJzqikoDmXZPPknPsQ77Hv8r2,6,79900000,79900000,0,0,3,0,1436568186,32111973891,835400238.0488,0,1,BitcoinHeist
1LKeQAKkZy92jHy7eM98QdFh4QoKAXUFtS,4,45000000,45000000,0,30,6,5,59972506301,59467506668,2328648043.8519,0,1,BitcoinHeist
1LLYVsnYg4J3AP7YQUyVBm9SZEHwy9zYdB,19,2194000000,2194000000,0,33,32,1.0312,4646301572,21471982123,686573778.613,0,1,BitcoinHeist
1Lm23UB6oaiAazN5toNp18N2EuVSvFwm78,2,200000000,200000000,0,0,1,0,6045220345,12679219561,1169758322.6,0,1,BitcoinHeist
1Lmki64BjPwSCfZAmoaKjnYC7yaK4EAtk,2,50000000,50000000,0,0,1,0,1478320000,9658493341,556377690.36,0,1,BitcoinHeist
1LmoZhPL7DXoNW82LmmzKTw1vEsoKUjK3F,2,200000000,200000000,0,0,1,0,389000000,12679219561,717260695,0,1,BitcoinHeist
1LnoHdiJVJPJDnTyR4JSAjJuDxBHVX7Qtm,4,708635700,708635700,0,38,2,19,3345914499,6998096248,481928760.08,0,1,BitcoinHeist
1LNu3ruUZRS1YJWk6zd2sFLTyvJkQ39g3J,2,300000000,300000000,0,0,0,0,1899989200,17903113286,588196225.3333,0,1,BitcoinHeist
1LnywDQQJTw6su2EHQsBtssiKmU9G9m1hr,6,2131000000,2131000000,0,0,2,0,8803939000,60953215452,1354964511.5133,0,1,BitcoinHeist
1Lo1cfib2EN6xmSvUFZTtuLrW8hWeTETPr,16,1883530000,1883530000,0,95,22,4.3182,3127596038,4053829182,341723262.7875,0,1,BitcoinHeist
1Lo1wYczsWBU3SSDVGNoYka1uHPgtYA1gm,18,992878932,992878932,0,25,8,3.125,1999998000,149999910049,1761219960.2287,0,1,BitcoinHeist
1Lo4weQmQiQdNihtRrcVF8EyoyoBCE7abp,18,439437833,439437833,0,29,24,1.2083,48825981694,59999004000,1929055476.458,0,1,BitcoinHeist
1LowW3H5SjaT1TQ3jTWCgE5c7FAwAoo2gc,2,100000000,100000000,0,19,1,19,699999999,6998702283,407636739.9231,0,1,BitcoinHeist
1LoZEV6PqjsWvw9AkAzmLHUs91xyUDKyK3,12,2102999620,2102999620,0,19,6,3.1667,842258647,32811426695,977365858.9876,0,1,BitcoinHeist
1LpAjVa4Xbfr6P2azpC8dgScfHy6banUeB,6,56531777,56531777,0,0,4,0,8803850020,60953530473,1825337553.92,0,1,BitcoinHeist
1LPAUi1LWzCsRLkGFWFdN5sENs1LufBfNp,82,3931092290,3930447311,644979,32,99,0.3232,14534237563,14448235723,466240801.5175,0,1,BitcoinHeist
1LPgKoErPUeM92SDY5axJzYCdQbeiRHD6i,409,110849131989,110849131989,0,21,37,0.5676,5920745758,8779938300,665995034.6576,0,1,BitcoinHeist
1LPJ43XTMNRbuFn45obhnHkSsgSy1NyryH,35,2249514584,2249388619,125965,61,40,1.525,3611456121,3492403544,159907247.5057,0,1,BitcoinHeist
1LPk3QNAa5GJ1A2T9x4ALXKVoEgGjXo5Rr,2,100000000,100000000,0,0,19,0,3999712000,16379344448,486584801.0556,0,1,BitcoinHeist
1Lpn1Bhp8jieEGyraJ5koPrv7dEatgkB5k,84,146219202,146219202,0,40,38,1.0526,82693286,81736286,5436176.5625,0,1,BitcoinHeist
1LPnDwaL2dU6ziQE6NkPBL9VbQh2MpTzQH,26,189392924,189392924,0,102,20,5.1,9999999800,64174108686,426989011.748,0,1,BitcoinHeist
1LPzWE8mQSK7NTLkVbRvUn39pDsETLfiAr,2,200000000,200000000,0,19,7,2.7143,508948796,3998589990,262662512.5,0,1,BitcoinHeist
1LQAtf5BK8fbr8NnNRo3QTLcAwmF1iKLn5,2,100000000,100000000,0,12,1,12,399980000,1499010000,168632632.4211,0,1,BitcoinHeist
1LqHyKZSX7mCY8CkkvGv7YLPcnuNaLaPbT,2,100000000,100000000,0,19,6,3.1667,1139444467,8492272900,496216201.1333,0,1,BitcoinHeist
1Lqjz5JYe5LNVqm3senny31hxB626hPnfx,97,519803268,519803268,0,76,62,1.2258,9999994500,43365606699,938894033.919,0,1,BitcoinHeist
1LQuBPEtbWi2vkfUWGUDHyVREzZuTKUFeg,2,89020857,89020857,0,14,19,0.7368,600199999,485897129,115911470.6765,0,1,BitcoinHeist
1LQwPoSzyNoTGn5XuLQCTHXyUjWR93QicX,2,406271084,406271084,0,8,2,4,736097632,1428997187,341972556.5,0,1,BitcoinHeist
1LQxrQvqyZLLEHwUrJ7jjpZ2nWizB75Ndy,6,90000000,90000000,0,0,21,0,843051378,55569469603,935588127.28,0,1,BitcoinHeist
1Lr5vY8SD8wC5UoGmFW1MiWcXSzFj7sKcj,2,200000000,200000000,0,0,5,0,1050775832,19998797500,888531884.7812,0,1,BitcoinHeist
1Lr9HrVPMqE6hBUor4F9bQn4oevazwGGLT,2,200000000,200000000,0,7,1,7,199900000,1096010000,194352285.7143,0,1,BitcoinHeist
1LRCZmgNkHi3nBG6zei3a4SsDptDPcVLmH,22,3309958129,3309958129,0,0,11,0,2699751717,55918236276,1181251877.8,0,1,BitcoinHeist
1LrfYvEZFQGu9eLhLMnt3aKAUSLg7QsdB5,30,123447471,123447471,0,38,15,2.5333,49999964122,116528613409,1644824358.631,0,1,BitcoinHeist
1LRRGQLnGRGbaQM6raC23d9QuaikVUhEKo,2,50467150,50467150,0,0,0,0,5595688718,17680530053,1058553960.7826,0,1,BitcoinHeist
1LRSaxiQwCuuhtxbNrfRXnc4Hh5vvMWGjT,8,309561141,309561141,0,19,4,4.75,2345060000,42480255202,1340472035.2347,0,1,BitcoinHeist
1Ls2ENvaWT48qpeu7sjprP7ag8E263AKkK,10,433600000,433600000,0,38,5,7.6,3980221865,34672471330,808692108.0794,0,1,BitcoinHeist
1Ls393saK1N8xkGxrQrkesD1i81damVQsm,366,174667085821,174667085821,0,114,18,6.3333,3124992720,49994386053,498051224.0124,0,1,BitcoinHeist
1LsFuPDGExxCcFDp8VPSnyzHZXze3MA6uJ,8,74100000,74100000,0,11,6,1.8333,401709000,1439244156,56134524.3939,0,1,BitcoinHeist
1LSmJuGqXw1sqbCHN84pjZR8aVmGzBHucA,4,534000000,534000000,0,0,9,0,767627615,49277773542,1281594729.5333,0,1,BitcoinHeist
1LtiNBCtBn41ZZ2Adpw7uem44hqa6SyaZx,378,186647600000,186647600000,0,38,25,1.52,152084246205,151321456220,3656557158.9503,0,1,BitcoinHeist
1Lu2ZiVG6dyaRrGS29XamXSuKmqJCrsGAb,40,684894937,684894937,0,57,20,2.85,4999989652,37344321760,952392752.0604,0,1,BitcoinHeist
1LUE9AXCSisrTcujqQ5f1qz9EmvtdS2eS2,2,50000000,50000000,0,0,1,0,398320000,9658493341,442857290.36,0,1,BitcoinHeist
1LUGow4mMAKjKR4t53VKPaC951HJD3dRAa,15,2300010000,2300010000,0,68,43,1.5814,4527276254,69199990000,1023704525.5521,0,1,BitcoinHeist
1LUmHbw1wrMVrmmEcGaXWpNWcfZwdRd63S,4,9000000001,9000000001,0,19,20,0.95,114417977548,105417967548,6203206185.8039,0,1,BitcoinHeist
1LuTzN2NXfCMsR3xF2YJpvh3gfAawGPuJT,281,4673424892,4673424892,0,76,26,2.9231,6499999999,44301605078,559956521.503,0,1,BitcoinHeist
1LUy7mR4BDoxeuga47Nkm8uo98ATHDBPz2,2,100000000,100000000,0,0,19,0,19999982575,34578495510,1987265408.3256,0,1,BitcoinHeist
1LUYkkNCY66sWy3uRQRNfSNTwSVm7weEPx,4,79950000,79950000,0,0,1,0,3999000000,32700929724,995300655.9211,0,1,BitcoinHeist
1LV8hdp4rTfRESUT3FoZhgxnSW4xthqpS3,10,348738514,348738514,0,23,7,3.2857,7562357638,7453418638,200862094.6364,0,1,BitcoinHeist
1LvZpXU89e3nZZ46nwi9Pjw12Donkm6PgJ,8,254174100,254174100,0,0,4,0,25319962000,47124798434,1373144325.2522,0,1,BitcoinHeist
1Lw75MwPqc4nVuL7qEGuZ1UWZPye8PDNZJ,4,548300000,548300000,0,19,2,9.5,1999765882,49277795882,1394330942.5882,0,1,BitcoinHeist
1LWCpuGMNW764qdgpzPS6P2B523uafVa7a,6,148470000,148470000,0,19,1,19,2240120708,24819893188,920308099.0563,0,1,BitcoinHeist
1Lwf6fRf5tu9us6fF4Csd3fEbn9xtQ4ptF,12,202513009,202513009,0,38,6,6.3333,1999989652,118491673045,1642377945.8645,0,1,BitcoinHeist
1LWMBSBv6Ne6YdeGJHRmv5p9VuSaEPM3iR,10,881640000,881640000,0,21,2,10.5,2849989200,199999558460,3093553744.4071,0,1,BitcoinHeist
1LWnUCroUGEHrAKf6jBRJbVLKd5tuEWXY3,2,148000000,148000000,0,0,19,0,903233651,22742392188,460135956.3607,0,1,BitcoinHeist
1LXDWU5KT8XhWMDn3VppQ9qDm1MikWvMaE,4,150013995,150013995,0,19,2,9.5,448011120,59999461120,1426874965.8667,0,1,BitcoinHeist
1LxfK3Wqz8imGDwTx3Y1YSBjZDUym85Tuq,123,157068567,157068567,0,160,5,32,2522769641,5002969859,57152275.0517,0,1,BitcoinHeist
1Lxj1NB4712i9ESkcTfiJy1rMXvQvpx2pW,40,979324021,979324021,0,114,20,5.7,9999981803,76566857517,1269955236.6443,0,1,BitcoinHeist
1LXrSb67EaH1LGc6d6kWHq8rgv4ZBQAcpU,725,944724355956,944724355956,0,70,45,1.5556,9835238845,17839830495,408008120.5194,0,1,BitcoinHeist
1LY58fiaAYFKgev67TN1UJtRveJh81D2dU,26,2956056578,2956056578,0,80,44,1.8182,57810547403,81878126884,1186937649.1313,0,1,BitcoinHeist
1LYSMdCvfbrZ2jfHQDCFNxkzgYHz7DYdNg,2,30000000,30000000,0,19,1,19,59987768,665662100,58214898.56,0,1,BitcoinHeist
1LYVUUwkikgc6mApuqaeVfHvE2y687J43Z,2,200000000,200000000,0,0,1,0,398320000,9658493341,436741157.9615,0,1,BitcoinHeist
1LYWiERCo6m7fEykJ4uuHuCtmeokV4haPy,4,200101000,200101000,0,7,2,3.5,989999999,19999899000,695512748.2821,0,1,BitcoinHeist
1LyYoZJD3Fo5w2c778zjMT8piU1CCqySAB,16,348030000,348030000,0,19,29,0.6552,24124038376,38995365644,1205555761.1116,0,1,BitcoinHeist
1Lz1f4tFRVwb9DdVuoXKE1xrH5XCh9nHrv,8,636930000,636930000,0,19,4,4.75,9999892750,23453471803,1155280849.9896,0,1,BitcoinHeist
1LzB3cYD1947iBQYpTtUuvt45vtTAGt7jG,2,50000000,50000000,0,0,1,0,398999992,7998274992,372987885.2308,0,1,BitcoinHeist
1LzbrC87kzc5nfEzPuK3czDQAuJFHA39dw,2,1520000000,1520000000,0,13,10,1.3,5453978821,4063600000,1260271851.6,0,1,BitcoinHeist
1LZDx1jL6bj7vzPjBFgmA4hdGVwLXEzdLv,12,432164071,432164071,0,30,12,2.5,6499999000,43412759069,1048574995.6863,0,1,BitcoinHeist
1LzNC6z1kgjMtSbHkHQgWGEfEN6UdsbicB,2,1608957317,1608957317,0,0,3,0,20923620149,18714164152,2542038639.9231,0,1,BitcoinHeist
1M1uQCAPcFmZ4ZY2uAnjNxyJP7T9uy2iK8,28,5469192654,5469192654,0,55,11,5,4899997000,99999862870,921927229.396,0,1,BitcoinHeist
1M2RFjX4TudsQChVrzM5e7cy7KPtza9z7K,32,388890299,388890299,0,57,26,2.1923,9999794929,66061329837,1193375669.681,0,1,BitcoinHeist
